,aruco_ids,fruit_id,height,x,y,ma,MA,angle,perimeter,coff,calyx_MA,calyx_ma,calyx_MA_rel,calyx_ma_rel,area,maMAratio,KPIN,gt_weight,x_calyx_MA_rel,x_maMAratio,height_calyx_ma,perimeter_coff
680,98,-1828,1291.821899,3515.839844,198.8008575,50.75796616,62.9127794,61.8056488,179.0643514,20.78897294,50.75796616,62.9127794,0.656994227,0.0811619,2508.031376,0.806798979,7145,88.27,2309.886480564581,2836.575996466719,81272.10615587608,3722.563955773251
681,98,-1828,1282.169312,3522.030273,128.9410095,50.25127974,63.24490716,59.43727493,178.8640431,20.96644788,50.25127974,63.24490716,0.657927581,0.084959996,2496.103372,0.794550613,7145,88.27,2317.2408577236597,2798.431312416707,81090.67910084107,3750.143637262224
682,451,-1719,1378.919678,3596.248291,1103.900513,50.75524134,66.16783805,121.8705444,184.4610436,26.41130526,50.75524134,66.16783805,0.798253951,0.032964095,2637.65338,0.767068153,7145,88.37,2870.7194070677474,2758.5675343067765,91240.13393786215,4871.856931097769
683,451,-1719,1381.445557,3594.832275,1044.998291,50.48199576,65.87462427,118.5955734,183.5730676,27.10143154,50.48199576,65.87462427,0.821732181,0.074064737,2611.82785,0.766334477,7145,88.37,2953.989365664942,2754.8439113648456,91002.20701683586,4975.092924149192
684,451,-1719,1381.40332,3595.33252,986.1936646,50.20789121,65.6267155,116.040863,182.7594489,26.979079,50.20789121,65.6267155,0.818989154,0.110572043,2587.870449,0.765052629,7145,88.37,2944.5383389034882,2750.6185965551954,90656.96267239546,4930.681609869563
685,451,-1719,1382.5448,3591.005859,934.2335205,50.10364755,64.96326608,112.6528244,181.5010443,26.88444557,50.10364755,64.96326608,0.816876539,0.158676006,2556.389802,0.771261215,7145,88.37,2933.408437628642,2769.6035418844585,89814.62570992038,4879.554946381509
686,451,-1719,1393.576904,3589.723633,869.3719482,50.70882384,64.88121144,110.1721954,182.251424,26.63602718,50.70882384,64.88121144,0.815814124,0.13855132,2583.999166,0.781564073,7145,88.37,2928.5472410579923,2805.599023551837,90416.95776632459,4854.453883257704
687,451,-1719,1385.109009,3593.604004,819.0577393,50.48235876,65.26649293,108.9985962,182.5601694,25.84452066,50.48235876,65.26649293,0.784821646,0.14836546,2587.734982,0.773480487,7145,88.37,2820.3382094914705,2779.58257509907,90401.20734317781,4718.1800697514
688,451,-1719,1375.428589,3594.559326,760.1645508,49.59981718,64.33403113,106.0150223,179.7159289,25.95524203,49.59981718,64.33403113,0.797628318,0.180001298,2506.171125,0.770973252,7145,88.37,2867.1223091485936,2771.3090930731482,88486.86566181798,4664.570431245772
689,451,-1719,1382.899414,3593.677979,703.4973145,49.88169551,64.89024572,104.126564,181.0548981,26.28825441,49.88169551,64.89024572,0.803027156,0.156016842,2542.20464,0.768708686,7145,88.37,2885.8210070561977,2762.4914771442254,89736.682780504,4759.617223429425
690,451,-1719,1383.203979,3593.074219,648.0214233,50.03342764,64.29926728,101.1954117,180.2930699,25.95250983,50.03342764,64.29926728,0.792699453,0.177027234,2526.714435,0.778133714,7145,88.37,2848.2279679897024,2795.8921867081194,88939.0023484805,4679.057668860627
691,451,-1719,1376.436035,3599.92627,596.6186523,50.01526169,64.65713157,97.60089874,180.8618894,25.64002764,50.01526169,64.65713157,0.778975281,0.198090933,2539.854632,0.773545941,7145,88.37,2804.253577752532,2784.70835405777,88996.40581268413,4637.303843238623
692,451,-1719,1381.946045,3595.858887,535.5339355,49.67081594,65.1304457,96.22926331,181.1478733,25.05292195,49.67081594,65.1304457,0.755746351,0.20851314,2540.82776,0.762635898,7145,88.37,2717.557232561171,2742.3310713685255,90006.76184420225,4538.283531193389
693,451,-1719,1385.80603,3595.224365,481.0944824,49.58090773,65.02699805,93.08354187,180.8440976,24.8801171,49.58090773,65.02699805,0.748434891,0.225100743,2532.200326,0.762466502,7145,88.37,2690.7913557393194,2741.2381454867214,90114.80601048825,4499.422325131829
